paper_id,title,year,venue,doi,url,type,publisher,seed_query,tag,query_hits,queries
266,Statistical Imitation Learning in Sequential Object Manipulation Tasks,2010,Advances in Robot Manipulators,10.5772/9662,https://doi.org/10.5772/9662,book-chapter,InTech,object permanence robot manipulation,robotics,1,object permanence robot manipulation
267,HEAVY OBJECT MANIPULATION BY A HYBRID SERIAL-PARALLEL MOBILE ROBOT,2010,International Journal of Robotics and Automation,10.2316/journal.206.2010.2.206-3308,https://doi.org/10.2316/journal.206.2010.2.206-3308,journal-article,ACTA Press,object permanence robot manipulation,robotics,1,object permanence robot manipulation
268,Perceptual Development: Visual Object Permanence and Identity,2010,Encyclopedia of Perception,10.4135/9781412972000.n249,https://doi.org/10.4135/9781412972000.n249,reference-entry,"SAGE Publications, Inc.",object permanence robot manipulation,robotics,1,object permanence robot manipulation
269,Object Permanence in Dogs and Wolves,2010,PsycEXTRA Dataset,10.1037/e598112013-008,https://doi.org/10.1037/e598112013-008,dataset,American Psychological Association (APA),object permanence robot manipulation,robotics,1,object permanence robot manipulation
270,Object manipulation in visuo-haptic augmented reality with physics-based animation,2010,19th International Symposium in Robot and Human Interactive Communication,10.1109/roman.2010.5598707,https://doi.org/10.1109/roman.2010.5598707,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
271,Detecting robot-directed speech by situated understanding in object manipulation tasks,2010,19th International Symposium in Robot and Human Interactive Communication,10.1109/roman.2010.5598729,https://doi.org/10.1109/roman.2010.5598729,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
272,The Utility of Evolving Simulated Robot Morphology Increases with Task Complexity for Object Manipulation,2010,Artificial Life,10.1162/artl.2010.bongard.024,https://doi.org/10.1162/artl.2010.bongard.024,journal-article,MIT Press - Journals,object permanence robot manipulation,robotics,1,object permanence robot manipulation
273,The Object Permanence Fallacy,2010,Human Development,10.1159/000278425,https://doi.org/10.1159/000278425,journal-article,S. Karger AG,object permanence robot manipulation,robotics,1,object permanence robot manipulation
274,Hidden Markov Model based target detection,2010,2010 13th International Conference on Information Fusion,10.1109/icif.2010.5711878,https://doi.org/10.1109/icif.2010.5711878,proceedings-article,IEEE,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
275,References,2010,Coping with Control and Manipulation,10.5040/9798400632105.0005,https://doi.org/10.5040/9798400632105.0005,other,"ABC-CLIO, LLC",deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
276,Coping with Control and Manipulation,2010,,10.5040/9798400632105,https://doi.org/10.5040/9798400632105,book,"ABC-CLIO, LLC",deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
277,Deictic and other gestures in infancy,2010,Acción Psicológica,10.5944/ap.7.2.212,https://doi.org/10.5944/ap.7.2.212,journal-article,UNED - Universidad Nacional de Educacion a Distancia,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
278,About the Author,2010,Coping with Control and Manipulation,10.5040/9798400632105.0007,https://doi.org/10.5040/9798400632105.0007,other,"ABC-CLIO, LLC",deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
279,Marketing for Control,2010,Coping with Control and Manipulation,10.5040/9798400632105.ch-006,https://doi.org/10.5040/9798400632105.ch-006,other,"ABC-CLIO, LLC",deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
280,Re-Creating One’s Self,2010,Coping with Control and Manipulation,10.5040/9798400632105.ch-008,https://doi.org/10.5040/9798400632105.ch-008,other,"ABC-CLIO, LLC",deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
281,Control within the Self,2010,Coping with Control and Manipulation,10.5040/9798400632105.ch-007,https://doi.org/10.5040/9798400632105.ch-007,other,"ABC-CLIO, LLC",deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
282,Hidden Markov based target detection for track-before-detect,2010,2010 IEEE 18th Signal Processing and Communications Applications Conference,10.1109/siu.2010.5654125,https://doi.org/10.1109/siu.2010.5654125,proceedings-article,IEEE,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
283,A Menu of Control Techniques,2010,Coping with Control and Manipulation,10.5040/9798400632105.ch-003,https://doi.org/10.5040/9798400632105.ch-003,other,"ABC-CLIO, LLC",deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
284,The Multifaceted Nature of Control,2010,Coping with Control and Manipulation,10.5040/9798400632105.ch-001,https://doi.org/10.5040/9798400632105.ch-001,other,"ABC-CLIO, LLC",deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
285,Contestants in the Control Dance,2010,Coping with Control and Manipulation,10.5040/9798400632105.ch-004,https://doi.org/10.5040/9798400632105.ch-004,other,"ABC-CLIO, LLC",deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
286,이동 동사와 결합하는 보조 동사의 의미,2010,The Korean Society of Bilingualism,10.17296/korbil.2010..44.369,https://doi.org/10.17296/korbil.2010..44.369,journal-article,The Korean Society of Bilingualism,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
287,Origins and Development of Control Attempts,2010,Coping with Control and Manipulation,10.5040/9798400632105.ch-002,https://doi.org/10.5040/9798400632105.ch-002,other,"ABC-CLIO, LLC",deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
288,Infants recognize similar goals across dissimilar actions involving object manipulation,2011,Cognition,10.1016/j.cognition.2010.11.012,https://doi.org/10.1016/j.cognition.2010.11.012,journal-article,Elsevier BV,hidden goals manipulation,robotics,1,hidden goals manipulation
289,Learning motion primitive goals for robust manipulation,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2011.6048517,https://doi.org/10.1109/iros.2011.6048517,proceedings-article,IEEE,hidden goals manipulation,robotics,1,hidden goals manipulation
290,Learning motion primitive goals for robust manipulation,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2011.6094877,https://doi.org/10.1109/iros.2011.6094877,proceedings-article,IEEE,hidden goals manipulation,robotics,1,hidden goals manipulation
291,Hidden Narratives,2011,Hidden Narratives,10.5040/9781350922327,https://doi.org/10.5040/9781350922327,other,Bloomsbury Publishing (UK),hidden goals manipulation,robotics,1,hidden goals manipulation
292,7. Endogenous Selection and Partial Observability,2011,The Econometrics of Individual Risk,10.1515/9781400829415.113,https://doi.org/10.1515/9781400829415.113,book-chapter,Princeton University Press,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
293,Mobile manipulation: Encoding motion planning options using task motion multigraphs,2011,2011 IEEE International Conference on Robotics and Automation,10.1109/icra.2011.5980212,https://doi.org/10.1109/icra.2011.5980212,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
294,On the advantages of task motion multigraphs for efficient mobile manipulation,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2011.6048260,https://doi.org/10.1109/iros.2011.6048260,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
295,On the advantages of task motion multigraphs for efficient mobile manipulation,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2011.6094595,https://doi.org/10.1109/iros.2011.6094595,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
296,S121013 Master-slave robotic arm manipulation for communication robot,2011,"The Proceedings of Mechanical Engineering Congress, Japan",10.1299/jsmemecj.2011._s121013-1,https://doi.org/10.1299/jsmemecj.2011._s121013-1,journal-article,Japan Society of Mechanical Engineers,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
297,Towards Small Robot Aided Victim Manipulation,2011,Journal of Intelligent &amp; Robotic Systems,10.1007/s10846-010-9519-3,https://doi.org/10.1007/s10846-010-9519-3,journal-article,Springer Science and Business Media LLC,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
298,Implementation Planning as a Pathway Between Goal Motivation and Goal Progress for Academic and Physical Activity Goals1,2011,Journal of Applied Social Psychology,10.1111/j.1559-1816.2011.00795.x,https://doi.org/10.1111/j.1559-1816.2011.00795.x,journal-article,Wiley,disappearing goal planning,robotics,1,disappearing goal planning
299,Hierarchical Goal Network Planning: Initial Results,2011,,10.21236/ada560015,https://doi.org/10.21236/ada560015,report,Defense Technical Information Center,disappearing goal planning,robotics,1,disappearing goal planning
300,Constructing Goal Agenda and Macro Actions Using Proposition Relation Graphs in Planning,2011,Journal of Software,10.3724/sp.j.1001.2011.03861,https://doi.org/10.3724/sp.j.1001.2011.03861,journal-article,China Science Publishing & Media Ltd.,disappearing goal planning,robotics,1,disappearing goal planning
301,Goal-Directed Behavior and Future Planning in Animals,2011,Animal Thinking,10.7551/mitpress/9187.003.0010,https://doi.org/10.7551/mitpress/9187.003.0010,book-chapter,The MIT Press,disappearing goal planning,robotics,1,disappearing goal planning
302,Goal-Directed Behavior and Future Planning in Animals,2011,Animal Thinking,10.7551/mitpress/9780262016636.003.0006,https://doi.org/10.7551/mitpress/9780262016636.003.0006,book-chapter,The MIT Press,disappearing goal planning,robotics,1,disappearing goal planning
303,Situation assessment for human-robot interactive object manipulation,2011,2011 RO-MAN,10.1109/roman.2011.6005258,https://doi.org/10.1109/roman.2011.6005258,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
304,Object Manipulation Control Strategy Analysis Center of Humanoid Robot,2011,Advanced Materials Research,10.4028/www.scientific.net/amr.267.904,https://doi.org/10.4028/www.scientific.net/amr.267.904,journal-article,"Trans Tech Publications, Ltd.",object permanence robot manipulation,robotics,1,object permanence robot manipulation
305,Object Permanence,2011,Encyclopedia of Child Behavior and Development,10.1007/978-0-387-79061-9_2004,https://doi.org/10.1007/978-0-387-79061-9_2004,book-chapter,Springer US,object permanence robot manipulation,robotics,1,object permanence robot manipulation
306,Logic programming with simulation-based temporal projection for everyday robot object manipulation,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2011.6048350,https://doi.org/10.1109/iros.2011.6048350,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
307,Quasi-static object manipulation by mobile robot: Optimal motion planning using GA,2011,2011 11th International Conference on Intelligent Systems Design and Applications,10.1109/isda.2011.6121655,https://doi.org/10.1109/isda.2011.6121655,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
308,Logic programming with simulation-based temporal projection for everyday robot object manipulation,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2011.6094743,https://doi.org/10.1109/iros.2011.6094743,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
309,"Categorization, object individuation, and object manipulation: Commentary on “Object manipulation facilitates kind-based object individuation of shape-similar objects” by O.S. Kingo and P. Krøjgaard (2011)",2011,Cognitive Development,10.1016/j.cogdev.2011.03.001,https://doi.org/10.1016/j.cogdev.2011.03.001,journal-article,Elsevier BV,object permanence robot manipulation,robotics,1,object permanence robot manipulation
310,The use of deictic reference in identifying point of view in Grazia Deledda’s <i>Canne al Vento</i> and its translation into English,2011,Target. International Journal of Translation Studies,10.1075/target.23.1.04joh,https://doi.org/10.1075/target.23.1.04joh,journal-article,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
311,Synthetic Aperture Radar Image Target Recognition Based on Multi-Images of the Same Target and Hidden Markov Models,2011,Journal of Electronics &amp; Information Technology,10.3724/sp.j.1146.2007.00334,https://doi.org/10.3724/sp.j.1146.2007.00334,journal-article,China Science Publishing & Media Ltd.,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
312,Optimal random search for a single hidden target,2011,Physical Review E,10.1103/physreve.83.011105,https://doi.org/10.1103/physreve.83.011105,journal-article,American Physical Society (APS),deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
313,"2P2-J10 Acquisition of tool manipulation skill for a Humanoid Robot Based on constraints among hand, tool and target(Humanoid)",2011,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),10.1299/jsmermd.2011._2p2-j10_1,https://doi.org/10.1299/jsmermd.2011._2p2-j10_1,journal-article,Japan Society of Mechanical Engineers,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
314,Conclusion: Revealing the Hidden Books and Hidden Readers,2012,The Hidden History of South Africa's Book and Reading Cultures,10.3138/9781442695078-014,https://doi.org/10.3138/9781442695078-014,book-chapter,University of Toronto Press,hidden goals manipulation,robotics,1,hidden goals manipulation
315,Perfect classifiers in partial observability bivariate probit,2012,Economics Letters,10.1016/j.econlet.2012.04.008,https://doi.org/10.1016/j.econlet.2012.04.008,journal-article,Elsevier BV,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
316,Complexity of Conditional Planning under Partial Observability and Infinite Executions,2012,Frontiers in Artificial Intelligence and Applications,10.3233/978-1-61499-098-7-678,https://doi.org/10.3233/978-1-61499-098-7-678,book-chapter,IOS Press,long horizon manipulation partial observability,robotics,2,long horizon manipulation partial observability; task and motion planning partial observability manipulation
317,Accounting for uncertainty in simultaneous task and motion planning using task motion multigraphs,2012,2012 IEEE International Conference on Robotics and Automation,10.1109/icra.2012.6224885,https://doi.org/10.1109/icra.2012.6224885,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
318,Integrated Robot Task and Motion Planning in the Now,2012,,10.21236/ada564092,https://doi.org/10.21236/ada564092,report,Defense Technical Information Center,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
319,Manipulation planning with soft task constraints,2012,2012 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2012.6386134,https://doi.org/10.1109/iros.2012.6386134,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
320,Motion as manipulation: implementation of force–motion analogies by event-file binding and action planning,2012,Cognitive Processing,10.1007/s10339-012-0436-1,https://doi.org/10.1007/s10339-012-0436-1,journal-article,Springer Science and Business Media LLC,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
321,Modelling Radar Tracking Features and Low Observability Motion Planning for UCAV,2012,2012 4th International Conference on Intelligent Human-Machine Systems and Cybernetics,10.1109/ihmsc.2012.135,https://doi.org/10.1109/ihmsc.2012.135,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
322,Session details: Robot manipulation and programming,2012,Proceedings of the seventh annual ACM/IEEE international conference on Human-Robot Interaction,10.1145/3248070,https://doi.org/10.1145/3248070,proceedings-article,ACM,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
323,Active vision for robotic manipulation,2012,Industrial Robot: An International Journal,10.1108/ir.2012.04939baa.001,https://doi.org/10.1108/ir.2012.04939baa.001,journal-article,Emerald,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
324,Optical Flow at Occlusion,2012,2012 Ninth Conference on Computer and Robot Vision,10.1109/crv.2012.34,https://doi.org/10.1109/crv.2012.34,proceedings-article,IEEE,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
325,Goal Setting: Goal Planning,2012,Encyclopedia of the Sciences of Learning,10.1007/978-1-4419-1428-6_4175,https://doi.org/10.1007/978-1-4419-1428-6_4175,book-chapter,Springer US,disappearing goal planning,robotics,1,disappearing goal planning
326,Action Planning,2012,Goal-focused Coaching,10.4324/9780203131640-15,https://doi.org/10.4324/9780203131640-15,book-chapter,Routledge,disappearing goal planning,robotics,1,disappearing goal planning
327,"Modeling the Operation of Satellite Payloads for On-Board, Goal-Based Planning",2012,SpaceOps 2012 Conference,10.2514/6.2012-1275058,https://doi.org/10.2514/6.2012-1275058,proceedings-article,American Institute of Aeronautics and Astronautics,disappearing goal planning,robotics,1,disappearing goal planning
328,"Planning to Fail: Implementation intentions, regret, and goal abandonment",2012,PsycEXTRA Dataset,10.1037/e519682015-107,https://doi.org/10.1037/e519682015-107,dataset,American Psychological Association (APA),disappearing goal planning,robotics,1,disappearing goal planning
329,Introduction: Disappearing Traces: Holocaust Testimonials between Ethics and Aesthetics,2012,Disappearing Traces,10.1515/9780295804156-002,https://doi.org/10.1515/9780295804156-002,book-chapter,University of Washington Press,disappearing goal planning,robotics,1,disappearing goal planning
330,Decentralized Multi-Robot Teams Using Wheeled Manipulation for Object Transportation,2012,"Volume 4: 36th Mechanisms and Robotics Conference, Parts A and B",10.1115/detc2012-71334,https://doi.org/10.1115/detc2012-71334,proceedings-article,American Society of Mechanical Engineers,object permanence robot manipulation,robotics,1,object permanence robot manipulation
331,Development of 3D Elastic Deformable Object Model for Robot Manipulation Purposes,2012,Applied Mechanics and Materials,10.4028/www.scientific.net/amm.157-158.1167,https://doi.org/10.4028/www.scientific.net/amm.157-158.1167,journal-article,"Trans Tech Publications, Ltd.",object permanence robot manipulation,robotics,1,object permanence robot manipulation
332,Online learning of optimal robot behavior for object manipulation using mode switching,2012,2012 IEEE International Symposium on Robotic and Sensors Environments Proceedings,10.1109/rose.2012.6402625,https://doi.org/10.1109/rose.2012.6402625,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
333,Prediction of object manipulation using tactile sensor information by a humanoid robot,2012,2012 IEEE International Symposium on Robotic and Sensors Environments Proceedings,10.1109/rose.2012.6402611,https://doi.org/10.1109/rose.2012.6402611,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
334,On the Deictic / Non-deictic Characteristics of Korean Direction Expression,2012,Language &amp; Information Society,10.29211/soli.2012.17..003,https://doi.org/10.29211/soli.2012.17..003,journal-article,Research Institute for Language and Information,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
335,Target Point Manipulation Inside a Deformable Object,2012,"Robotic Systems - Applications, Control and Programming",10.5772/26872,https://doi.org/10.5772/26872,book-chapter,InTech,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
336,Chapter 2. Deictic and non-deictic tenses in Korean,2012,Linguistik Aktuell/Linguistics Today,10.1075/la.189.02dei,https://doi.org/10.1075/la.189.02dei,book-chapter,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
337,Project 4. Target Tones,2012,Adobe Photoshop Elements 5.0 Maximum Performance,10.4324/9780080465326-10,https://doi.org/10.4324/9780080465326-10,book-chapter,Routledge,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
338,"Deictic locatives, emphasis, and metalinguistic negation",2012,Parameter Theory and Linguistic Change,10.1093/acprof:oso/9780199659203.003.0012,https://doi.org/10.1093/acprof:oso/9780199659203.003.0012,book-chapter,Oxford University Press,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
339,RADAR TARGET DETECTION USING HIDDEN MARKOV MODELS,2012,Progress In Electromagnetics Research B,10.2528/pierb12081603,https://doi.org/10.2528/pierb12081603,journal-article,The Electromagnetics Academy,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
340,The Use of Deictic Elements in Ælfric’s Catholic Homilies,2012,Verbum,10.15388/verb.2012.3.4969,https://doi.org/10.15388/verb.2012.3.4969,journal-article,Vilnius University Press,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
341,"Crouching target, hidden child",2012,Management in Education,10.1177/0892020612445686,https://doi.org/10.1177/0892020612445686,journal-article,SAGE Publications,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
342,"Geriatric Cardiology OSCE: The Hidden Curriculum, Identifying End Stage Heart Disease &amp; Clarifying Care Goals",2013,MedEdPORTAL,10.15766/mep_2374-8265.9526,https://doi.org/10.15766/mep_2374-8265.9526,journal-article,Association of American Medical Colleges,hidden goals manipulation,robotics,1,hidden goals manipulation
343,Reaching hidden objects based on memory of environmental states and robot's movement and manipulation,2013,2013 16th International Conference on Advanced Robotics (ICAR),10.1109/icar.2013.6766497,https://doi.org/10.1109/icar.2013.6766497,proceedings-article,IEEE,hidden goals manipulation,robotics,2,deictic hidden target manipulation; hidden goals manipulation
344,A Hidden Markov Model with Abnormal States for Detecting Stock Price Manipulation,2013,"2013 IEEE International Conference on Systems, Man, and Cybernetics",10.1109/smc.2013.514,https://doi.org/10.1109/smc.2013.514,proceedings-article,IEEE,hidden goals manipulation,robotics,2,deictic hidden target manipulation; hidden goals manipulation
345,A Hidden Markov Model to detect coded information islands in free text,2013,2013 IEEE 13th International Working Conference on Source Code Analysis and Manipulation (SCAM),10.1109/scam.2013.6648197,https://doi.org/10.1109/scam.2013.6648197,proceedings-article,IEEE,hidden goals manipulation,robotics,1,hidden goals manipulation
346,"Homing of Sockeye Salmon within Hidden Lake, Alaska, Can Be Used to Achieve Hatchery Management Goals",2013,North American Journal of Fisheries Management,10.1080/02755947.2013.808290,https://doi.org/10.1080/02755947.2013.808290,journal-article,Oxford University Press (OUP),hidden goals manipulation,robotics,1,hidden goals manipulation
347,Qualitative Planning under Partial Observability in Multi-Agent Domains,2013,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v27i1.8643,https://doi.org/10.1609/aaai.v27i1.8643,journal-article,Association for the Advancement of Artificial Intelligence (AAAI),task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
348,Motion Planning for 6-D Manipulation with Aerial Towed-cable Systems,2013,Robotics: Science and Systems IX,10.15607/rss.2013.ix.028,https://doi.org/10.15607/rss.2013.ix.028,proceedings-article,Robotics: Science and Systems Foundation,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
349,Whole-body motion planning for manipulation of articulated objects,2013,2013 IEEE International Conference on Robotics and Automation,10.1109/icra.2013.6630792,https://doi.org/10.1109/icra.2013.6630792,proceedings-article,IEEE,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
350,Goal inferences about robot behavior Goal inferences and human response behaviors,2013,2013 8th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri.2013.6483516,https://doi.org/10.1109/hri.2013.6483516,proceedings-article,IEEE,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
351,A biped robot with 3T manipulation ability,2013,Industrial Robot: An International Journal,10.1108/01439911311320886,https://doi.org/10.1108/01439911311320886,journal-article,Emerald,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
352,PD control of coordinated manipulation for multi-free-flying space robot,2013,Ifost,10.1109/ifost.2013.6616983,https://doi.org/10.1109/ifost.2013.6616983,proceedings-article,IEEE,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
353,Joanne Pransky interviews Dr William Townsend: MIT entrepreneur develops whole-arm manipulation for robot/human interaction,2013,Industrial Robot: An International Journal,10.1108/ir-07-2013-384,https://doi.org/10.1108/ir-07-2013-384,journal-article,Emerald,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
354,13 Management Planning and Goal Setting,2013,Nature and Farming,10.1071/978064310659815.243.254.2013.15,https://doi.org/10.1071/978064310659815.243.254.2013.15,book-chapter,SPIE,disappearing goal planning,robotics,1,disappearing goal planning
355,Chapter 3. Environmental Equity: Is It a Viable City Planning Goal?,2013,"Policy, Planning, and People",10.9783/9780812207965.54,https://doi.org/10.9783/9780812207965.54,book-chapter,University of Pennsylvania Press,disappearing goal planning,robotics,1,disappearing goal planning
356,Management planning and goal setting,2013,Nature and Farming,10.1071/9780643106598.ch13,https://doi.org/10.1071/9780643106598.ch13,book-chapter,CSIRO Publishing,disappearing goal planning,robotics,1,disappearing goal planning
357,Surface and Object Class Learning,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_8,https://doi.org/10.1007/978-3-642-35479-3_8,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
358,Improving robot manipulation with data-driven object-centric models of everyday forces,2013,Autonomous Robots,10.1007/s10514-013-9344-1,https://doi.org/10.1007/s10514-013-9344-1,journal-article,Springer Science and Business Media LLC,object permanence robot manipulation,robotics,1,object permanence robot manipulation
359,Semantic 3D Object Maps for Everyday Robot Manipulation,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3,https://doi.org/10.1007/978-3-642-35479-3,book,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
360,Introduction,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_1,https://doi.org/10.1007/978-3-642-35479-3_1,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
361,Improving object learning through manipulation and robot self-identification,2013,2013 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio.2013.6739655,https://doi.org/10.1109/robio.2013.6739655,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
362,Object manipulation using robot arm-hand system,2013,2013 10th International Conference on Ubiquitous Robots and Ambient Intelligence (URAI),10.1109/urai.2013.6677503,https://doi.org/10.1109/urai.2013.6677503,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
363,Conclusion,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_13,https://doi.org/10.1007/978-3-642-35479-3_13,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
364,Description and execution of humanoid's object manipulation based on object-environment-robot contact states,2013,2013 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2013.6696724,https://doi.org/10.1109/iros.2013.6696724,proceedings-article,IEEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
365,A Reactive Trajectory Controller for Object Manipulation in Human Robot Interaction,2013,"Proceedings of the 10th International Conference on Informatics in Control, Automation and Robotics",10.5220/0004427000190028,https://doi.org/10.5220/0004427000190028,proceedings-article,SciTePress - Science and and Technology Publications,object permanence robot manipulation,robotics,1,object permanence robot manipulation
366,Cooperative Object Manipulation by a Space Robot with Flexible Appendages,2013,ISRN Aerospace Engineering,10.1155/2013/965481,https://doi.org/10.1155/2013/965481,journal-article,Hindawi Limited,object permanence robot manipulation,robotics,1,object permanence robot manipulation
367,Mapping System Architectures,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_3,https://doi.org/10.1007/978-3-642-35479-3_3,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
368,3D Map Representations,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_2,https://doi.org/10.1007/978-3-642-35479-3_2,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
369,Static Scene Interpretation,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_7,https://doi.org/10.1007/978-3-642-35479-3_7,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
370,Clustering and Segmentation,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_6,https://doi.org/10.1007/978-3-642-35479-3_6,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
371,Object search by manipulation,2013,Autonomous Robots,10.1007/s10514-013-9372-x,https://doi.org/10.1007/s10514-013-9372-x,journal-article,Springer Science and Business Media LLC,object permanence robot manipulation,robotics,1,object permanence robot manipulation
372,Identifying and Opening Doors,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_11,https://doi.org/10.1007/978-3-642-35479-3_11,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
373,Parametric Shape Model Fitting,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_9,https://doi.org/10.1007/978-3-642-35479-3_9,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
374,3D Point Feature Representations,2013,Springer Tracts in Advanced Robotics,10.1007/978-3-642-35479-3_4,https://doi.org/10.1007/978-3-642-35479-3_4,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
